order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,payment_total,payment_mean,payment_median,payment_installments_max,payment_installments_mean,payment_types,primary_payment_type,payments_count,total_items,distinct_products,distinct_sellers,total_price,avg_price,max_price,min_price,total_freight,avg_freight,shipping_limit_max,shipping_limit_min,top_category_pt,top_category_en,product_weight_sum,product_weight_mean,product_length_mean,product_height_mean,product_width_mean,product_volume_sum,product_volume_mean,seller_state_mode,seller_city_mode,seller_count,review_score_mean,review_score_std,review_count,review_comment_count,review_comment_avg_len,review_latest_score,review_latest_date,review_response_rate,customer_order_number,customer_is_repeat,days_since_prev_purchase,days_since_first_purchase,delivery_time_days,approval_lag_hours,carrier_lag_hours,delivery_delay_vs_estimate,delivered_on_time,order_month,order_week,weekday_purchase,hour_purchase,avg_item_value,freight_ratio,installments_ratio,contribution_margin_proxy,is_delivered,is_canceled
b059ee4de278302d550a3035c4cdb740,856336203359aa6a61bf3826f7d84c49,canceled,2018-10-16 20:16:02,,,,2018-11-12,262e1f1e26e92e86375f86840b4ffd63,64600,picos,PI,222.03,222.03,222.03,1.0,1.0,voucher,voucher,1.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,1.0,1.0,70.0,5.0,2018-06-27,1.0,2,1,127.0,127,,,,,0,2018-10,2018-10-15/2018-10-21,1,20,,,1.0,,0,1
616fa7d4871b87832197b2a137a115d2,bf6181a85bbb4115736c0a8db1a53be3,canceled,2018-10-01 15:30:09,,,,2018-10-23,634420a0ea42302205032ed44ac7fccc,27175,pirai,RJ,80.38,80.38,80.38,1.0,1.0,voucher,voucher,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,0.0,,2.0,2018-08-23,1.0,2,1,46.0,46,,,,,0,2018-10,2018-10-01/2018-10-07,0,15,,,1.0,,0,1
10a045cdf6a5650c21e9cfeb60384c16,a4b417188addbc05b26b72d5e44837a1,canceled,2018-10-17 17:30:18,,,,2018-10-30,87ab9fec999db8bd5774917de3cdf01c,18077,sorocaba,SP,89.71,89.71,89.71,1.0,1.0,voucher,voucher,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,134.0,1.0,2018-08-23,1.0,1,0,,0,,,,,0,2018-10,2018-10-15/2018-10-21,2,17,,,1.0,,0,1
a2ac6dad85cf8af5b0afb510a240fe8c,4c2ec60c29d10c34bd49cb88aa85cfc4,canceled,2018-10-03 18:55:29,,,,2018-10-16,af5454198a97379394cacf676e1e96cb,11900,registro,SP,197.55,197.55,197.55,1.0,1.0,voucher,voucher,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,79.0,1.0,2018-08-18,1.0,3,1,30.0,54,,,,,0,2018-10,2018-10-01/2018-10-07,2,18,,,1.0,,0,1
